Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-04-16 00:00:00-05:00,0.06231138,0.064997673,0.061774245,0.064460538,31910400,0,0
1986-04-17 00:00:00-05:00,0.064460545,0.06499768,0.064460545,0.06499768,22003200,0,0
1986-04-18 00:00:00-05:00,0.064997698,0.064997698,0.062311403,0.062849157,21628800,0,0
1986-04-21 00:00:00-05:00,0.062849157,0.063386292,0.061237133,0.062849157,22924800,0,0
1986-04-22 00:00:00-05:00,0.062849161,0.062849161,0.061774272,0.061774272,15552000,0,0
1986-04-23 00:00:00-05:00,0.061774256,0.062311391,0.061237121,0.062042821,15609600,0,0
1986-04-24 00:00:00-05:00,0.062042848,0.069294797,0.061774283,0.068220526,62352000,0,0
1986-04-25 00:00:00-05:00,0.068757642,0.075472454,0.068757642,0.072518207,85795200,0,0
1986-04-28 00:00:00-04:00,0.072518221,0.073592492,0.071980468,0.073055357,28886400,0,0
1986-04-29 00:00:00-04:00,0.073055351,0.073055351,0.070369057,0.070906192,30326400,0,0
1986-04-30 00:00:00-04:00,0.070906171,0.071443306,0.06768336,0.069294766,30902400,0,0
1986-05-01 00:00:00-04:00,0.069294797,0.069294797,0.067146255,0.068220526,54345600,0,0
1986-05-02 00:00:00-04:00,0.068220526,0.069294797,0.067683391,0.068220526,20246400,0,0
1986-05-05 00:00:00-04:00,0.068220519,0.068220519,0.067683384,0.067683384,3254400,0,0
1986-05-06 00:00:00-04:00,0.068220526,0.069294797,0.068220526,0.068220526,9734400,0,0
1986-05-07 00:00:00-04:00,0.068220526,0.068757661,0.067146255,0.068220526,5155200,0,0
1986-05-08 00:00:00-04:00,0.068220518,0.068757653,0.067683382,0.068757653,3542400,0,0
1986-05-09 00:00:00-04:00,0.068757661,0.068757661,0.068220526,0.068220526,6076800,0,0
1986-05-12 00:00:00-04:00,0.068220518,0.070369059,0.068220518,0.068757653,10483200,0,0
1986-05-13 00:00:00-04:00,0.06875763,0.069831901,0.06875763,0.069294766,3830400,0,0
1986-05-14 00:00:00-04:00,0.069294789,0.069294789,0.068757653,0.068757653,9302400,0,0
1986-05-15 00:00:00-04:00,0.068757653,0.069831924,0.068757653,0.068757653,3801600,0,0
1986-05-16 00:00:00-04:00,0.06875763,0.070906171,0.06875763,0.069294766,11952000,0,0
1986-05-19 00:00:00-04:00,0.069294797,0.069294797,0.067683391,0.068220526,11001600,0,0
1986-05-20 00:00:00-04:00,0.068220519,0.068220519,0.067146248,0.067683384,61977600,0,0
1986-05-21 00:00:00-04:00,0.067683385,0.068220521,0.066609114,0.066609114,8092800,0,0
1986-05-22 00:00:00-04:00,0.066609114,0.06714625,0.066609114,0.066609114,4406400,0,0
1986-05-23 00:00:00-04:00,0.066609114,0.067683385,0.066609114,0.066609114,4089600,0,0
1986-05-27 00:00:00-04:00,0.066609112,0.068757653,0.066609112,0.068757653,13881600,0,0
1986-05-28 00:00:00-04:00,0.068757651,0.070906192,0.068757651,0.070906192,15523200,0,0
1986-05-29 00:00:00-04:00,0.070906183,0.073592478,0.070369048,0.072518207,45676800,0,0
1986-05-30 00:00:00-04:00,0.073055332,0.076278144,0.073055332,0.075203873,27072000,0,0
1986-06-02 00:00:00-04:00,0.075203898,0.075203898,0.073055357,0.073055357,19728000,0,0
1986-06-03 00:00:00-04:00,0.073055357,0.073055357,0.071980468,0.073055357,5011200,0,0
1986-06-04 00:00:00-04:00,0.073055342,0.073592478,0.071980454,0.072518207,4723200,0,0
1986-06-05 00:00:00-04:00,0.072518213,0.073592484,0.07198046,0.073592484,13708800,0,0
1986-06-06 00:00:00-04:00,0.073592484,0.073592484,0.072518213,0.073592484,3427200,0,0
1986-06-09 00:00:00-04:00,0.073592526,0.073592526,0.070369095,0.070369095,12672000,0,0
1986-06-10 00:00:00-04:00,0.070369095,0.070369095,0.069294823,0.070369095,3427200,0,0
1986-06-11 00:00:00-04:00,0.070369095,0.070369095,0.069294823,0.070369095,2304000,0,0
1986-06-12 00:00:00-04:00,0.070369061,0.070369061,0.067146248,0.067683384,13708800,0,0
1986-06-13 00:00:00-04:00,0.067683384,0.068220519,0.067146248,0.067683384,7891200,0,0
1986-06-16 00:00:00-04:00,0.067683354,0.06822049,0.066609084,0.067146219,9590400,0,0
1986-06-17 00:00:00-04:00,0.067683391,0.069294797,0.067683391,0.068220526,13075200,0,0
1986-06-18 00:00:00-04:00,0.068220519,0.068220519,0.066609113,0.067683384,4348800,0,0
1986-06-19 00:00:00-04:00,0.067683354,0.06822049,0.066609084,0.067146219,8467200,0,0
1986-06-20 00:00:00-04:00,0.067146221,0.067683356,0.067146221,0.06741479,3801600,0,0
1986-06-23 00:00:00-04:00,0.067414825,0.068220526,0.066071984,0.068220526,46195200,0,0
1986-06-24 00:00:00-04:00,0.068220519,0.068757655,0.067146248,0.067683384,14572800,0,0
1986-06-25 00:00:00-04:00,0.067683385,0.068220521,0.066609114,0.066609114,15235200,0,0
1986-06-26 00:00:00-04:00,0.066609079,0.067146214,0.064460538,0.064460538,19152000,0,0
1986-06-27 00:00:00-04:00,0.064460554,0.064997689,0.063386283,0.063923419,10396800,0,0
1986-06-30 00:00:00-04:00,0.063923431,0.067683378,0.063386296,0.066071972,62352000,0,0
1986-07-01 00:00:00-04:00,0.066071972,0.066071972,0.065534837,0.066071972,47577600,0,0
1986-07-02 00:00:00-04:00,0.066071972,0.066071972,0.065534837,0.066071972,52617600,0,0
1986-07-03 00:00:00-04:00,0.066609084,0.067683354,0.066609084,0.067146219,14140800,0,0
1986-07-07 00:00:00-04:00,0.067146214,0.067146214,0.064460538,0.064460538,14054400,0,0
1986-07-08 00:00:00-04:00,0.064460563,0.064460563,0.062311403,0.062849157,14256000,0,0
1986-07-09 00:00:00-04:00,0.062849171,0.062849171,0.05962574,0.060162876,46137600,0,0
1986-07-10 00:00:00-04:00,0.060162878,0.060700014,0.055865794,0.058551472,46886400,0,0
1986-07-11 00:00:00-04:00,0.058551469,0.061237147,0.058551469,0.060162876,17395200,0,0
1986-07-14 00:00:00-04:00,0.058551469,0.060700011,0.058551469,0.05935717,28598400,0,0
1986-07-15 00:00:00-04:00,0.05935717,0.061237147,0.058551469,0.060162876,13190400,0,0
1986-07-16 00:00:00-04:00,0.060700008,0.062311415,0.060700008,0.062311415,9360000,0,0
1986-07-17 00:00:00-04:00,0.062311396,0.063386284,0.06177426,0.063386284,6940800,0,0
1986-07-18 00:00:00-04:00,0.063386283,0.064460554,0.06177426,0.063923419,12326400,0,0
1986-07-21 00:00:00-04:00,0.063923419,0.064997689,0.063923419,0.063923419,3513600,0,0
1986-07-22 00:00:00-04:00,0.063923431,0.066071972,0.063923431,0.066071972,10512000,0,0
1986-07-23 00:00:00-04:00,0.066071944,0.067146214,0.064460538,0.064460538,20793600,0,0
1986-07-24 00:00:00-04:00,0.065534844,0.067683385,0.065534844,0.066609114,14140800,0,0
1986-07-25 00:00:00-04:00,0.066609084,0.067683354,0.066609084,0.067146219,20448000,0,0
1986-07-28 00:00:00-04:00,0.067146213,0.067146213,0.065534808,0.065534808,11808000,0,0
1986-07-29 00:00:00-04:00,0.065534824,0.066071959,0.062849148,0.063923419,14054400,0,0
1986-07-30 00:00:00-04:00,0.063923432,0.063923432,0.059625731,0.061774272,26409600,0,0
1986-07-31 00:00:00-04:00,0.061774251,0.062311386,0.061237115,0.061237115,15638400,0,0
1986-08-01 00:00:00-04:00,0.061237108,0.061774243,0.060162838,0.060699973,12902400,0,0
1986-08-04 00:00:00-04:00,0.060699973,0.060699973,0.059088568,0.060699973,12441600,0,0
1986-08-05 00:00:00-04:00,0.060700011,0.061237147,0.060162876,0.060162876,2822400,0,0
1986-08-06 00:00:00-04:00,0.060162846,0.060699982,0.058551441,0.059625711,18316800,0,0
1986-08-07 00:00:00-04:00,0.059625708,0.060162843,0.058551438,0.059088573,3657600,0,0
1986-08-08 00:00:00-04:00,0.059088576,0.060699982,0.059088576,0.059625711,4147200,0,0
1986-08-11 00:00:00-04:00,0.060700002,0.062311408,0.060700002,0.061774272,7948800,0,0
1986-08-12 00:00:00-04:00,0.06177426,0.063386284,0.06177426,0.063386284,9993600,0,0
1986-08-13 00:00:00-04:00,0.063386283,0.063923419,0.062849148,0.063923419,6883200,0,0
1986-08-14 00:00:00-04:00,0.063923402,0.066071943,0.063923402,0.065534808,20131200,0,0
1986-08-15 00:00:00-04:00,0.065534816,0.066071952,0.064997681,0.065803386,6105600,0,0
1986-08-18 00:00:00-04:00,0.065803386,0.066071951,0.06499768,0.06499768,12787200,0,0
1986-08-19 00:00:00-04:00,0.06499768,0.06526625,0.06392341,0.06499768,20390400,0,0
1986-08-20 00:00:00-04:00,0.064997673,0.064997673,0.064460538,0.064460538,20764800,0,0
1986-08-21 00:00:00-04:00,0.064460538,0.065534809,0.064460538,0.064460538,49536000,0,0
1986-08-22 00:00:00-04:00,0.064460554,0.06499769,0.062311396,0.063386284,5760000,0,0
1986-08-25 00:00:00-04:00,0.063386284,0.063386284,0.062311396,0.063386284,2419200,0,0
1986-08-26 00:00:00-04:00,0.063386292,0.063386292,0.062849157,0.062849157,10857600,0,0
1986-08-27 00:00:00-04:00,0.062849157,0.063386292,0.062311403,0.062849157,9532800,0,0
1986-08-28 00:00:00-04:00,0.062849157,0.063386292,0.062849157,0.062849157,3427200,0,0
1986-08-29 00:00:00-04:00,0.062849139,0.063386274,0.060162845,0.061237115,25430400,0,0
1986-09-02 00:00:00-04:00,0.061237117,0.061237117,0.058820006,0.059625711,5212800,0,0
1986-09-03 00:00:00-04:00,0.059088585,0.059088585,0.056402909,0.058014315,18316800,0,0
1986-09-04 00:00:00-04:00,0.059088592,0.062849157,0.059088592,0.062849157,39427200,0,0
1986-09-05 00:00:00-04:00,0.062849132,0.065534808,0.062311379,0.065534808,26352000,0,0
1986-09-08 00:00:00-04:00,0.065534816,0.066071951,0.06499768,0.06499768,9619200,0,0
1986-09-09 00:00:00-04:00,0.064997702,0.067683378,0.064997702,0.066071972,37526400,0,0
1986-09-10 00:00:00-04:00,0.066071951,0.066609086,0.06499768,0.06499768,10886400,0,0
1986-09-11 00:00:00-04:00,0.06499771,0.065534845,0.062311415,0.062311415,35654400,0,0
1986-09-12 00:00:00-04:00,0.062311379,0.062849131,0.060699973,0.060699973,24451200,0,0
1986-09-15 00:00:00-04:00,0.060700002,0.061774272,0.059625731,0.061774272,22492800,0,0
1986-09-16 00:00:00-04:00,0.061774272,0.062311408,0.060700002,0.061774272,5184000,0,0
1986-09-17 00:00:00-04:00,0.06177426,0.064460554,0.061237125,0.063386284,8035200,0,0
1986-09-18 00:00:00-04:00,0.063386283,0.064997689,0.063386283,0.063923419,5356800,0,0
1986-09-19 00:00:00-04:00,0.063923419,0.064460554,0.063386283,0.063923419,2505600,0,0
1986-09-22 00:00:00-04:00,0.063923419,0.063923419,0.063386284,0.063386284,4492800,0,0
1986-09-23 00:00:00-04:00,0.063386268,0.064997673,0.063386268,0.064460538,5961600,0,0
1986-09-24 00:00:00-04:00,0.064460571,0.064460571,0.0633863,0.06365487,4780800,0,0
1986-09-25 00:00:00-04:00,0.063654873,0.063923439,0.062311415,0.062311415,5155200,0,0
1986-09-26 00:00:00-04:00,0.062311415,0.062849168,0.061774279,0.062311415,2332800,0,0
1986-09-29 00:00:00-04:00,0.062311379,0.062311379,0.060699973,0.060699973,6192000,0,0
1986-09-30 00:00:00-04:00,0.060699973,0.061774243,0.060699973,0.060699973,5184000,0,0
1986-10-01 00:00:00-04:00,0.060700011,0.061774282,0.059088605,0.060162876,32428800,0,0
1986-10-02 00:00:00-04:00,0.060162876,0.061237147,0.05962574,0.060162876,22723200,0,0
1986-10-03 00:00:00-04:00,0.060162838,0.061237108,0.060162838,0.060699973,14716800,0,0
1986-10-06 00:00:00-04:00,0.062311379,0.066609078,0.062311379,0.065534808,85334400,0,0
1986-10-07 00:00:00-04:00,0.065534815,0.068220491,0.065534815,0.066877656,59788800,0,0
1986-10-08 00:00:00-04:00,0.066877682,0.069563354,0.066071976,0.068757653,119606400,0,0
1986-10-09 00:00:00-04:00,0.068757651,0.072518216,0.068757651,0.070906192,92563200,0,0
1986-10-10 00:00:00-04:00,0.070906203,0.07574104,0.069831932,0.074129634,76752000,0,0
1986-10-13 00:00:00-04:00,0.074129622,0.074129622,0.070906192,0.070906192,27129600,0,0
1986-10-14 00:00:00-04:00,0.071443334,0.072518222,0.071443334,0.071980469,12873600,0,0
1986-10-15 00:00:00-04:00,0.071980444,0.075741008,0.071980444,0.075203873,63532800,0,0
1986-10-16 00:00:00-04:00,0.075203873,0.075741008,0.074666738,0.075203873,21859200,0,0
1986-10-17 00:00:00-04:00,0.075203878,0.07788955,0.075203878,0.077352419,124444800,0,0
1986-10-20 00:00:00-04:00,0.077352431,0.078963832,0.075741025,0.077889562,43545600,0,0
1986-10-21 00:00:00-04:00,0.078426691,0.081112362,0.078426691,0.081112362,112377600,0,0
1986-10-22 00:00:00-04:00,0.081112362,0.081918068,0.080575232,0.081112362,54576000,0,0
1986-10-23 00:00:00-04:00,0.081112362,0.081649502,0.080306666,0.081112362,70444800,0,0
1986-10-24 00:00:00-04:00,0.081112373,0.081112373,0.078426701,0.080575243,101376000,0,0
1986-10-27 00:00:00-05:00,0.081112374,0.083261542,0.081112374,0.083261542,125654400,0,0
1986-10-28 00:00:00-05:00,0.083261543,0.086484355,0.083261543,0.08514151,142646400,0,0
1986-10-29 00:00:00-05:00,0.085141537,0.085410112,0.081649541,0.08272443,53222400,0,0
1986-10-30 00:00:00-05:00,0.082724379,0.085410059,0.082187248,0.084335789,44380800,0,0
1986-10-31 00:00:00-05:00,0.084335813,0.085410083,0.082724402,0.083261542,63734400,0,0
1986-11-03 00:00:00-05:00,0.083798675,0.085410086,0.083798675,0.084872946,42192000,0,0
1986-11-04 00:00:00-05:00,0.084872957,0.088095769,0.084872957,0.088095769,54403200,0,0
1986-11-05 00:00:00-05:00,0.088095763,0.094004875,0.087558623,0.093467735,45100800,0,0
1986-11-06 00:00:00-05:00,0.093467703,0.097764785,0.092930572,0.095616244,72576000,0,0
1986-11-07 00:00:00-05:00,0.095616277,0.096153417,0.093467736,0.095079146,44323200,0,0
1986-11-10 00:00:00-05:00,0.095079124,0.095079124,0.090781415,0.091318555,28684800,0,0
1986-11-11 00:00:00-05:00,0.091856368,0.092930639,0.091856368,0.091856368,11894400,0,0
1986-11-12 00:00:00-05:00,0.091856368,0.09400491,0.09078147,0.091856368,34156800,0,0
1986-11-13 00:00:00-05:00,0.09185629,0.09239342,0.090244262,0.090512827,30211200,0,0
1986-11-14 00:00:00-05:00,0.09051285,0.091318555,0.088632874,0.091318555,18720000,0,0
1986-11-17 00:00:00-05:00,0.09131861,0.092930639,0.090244339,0.091856368,24307200,0,0
1986-11-18 00:00:00-05:00,0.091856302,0.092393432,0.087021463,0.087021463,59673600,0,0
1986-11-19 00:00:00-05:00,0.087021481,0.090781424,0.087021481,0.090244293,48729600,0,0
1986-11-20 00:00:00-05:00,0.090244284,0.097227655,0.090244284,0.097227655,98179200,0,0
1986-11-21 00:00:00-05:00,0.097764785,0.101525354,0.097764785,0.100450456,91065600,0,0
1986-11-24 00:00:00-05:00,0.100450494,0.109045278,0.097227681,0.108508147,173836800,0,0
1986-11-25 00:00:00-05:00,0.108508146,0.110119547,0.107971006,0.109582417,95788800,0,0
1986-11-26 00:00:00-05:00,0.109582418,0.110119549,0.108508147,0.108508147,38793600,0,0
1986-11-28 00:00:00-05:00,0.108508131,0.109045262,0.105822459,0.106896721,41328000,0,0
1986-12-01 00:00:00-05:00,0.106896722,0.107433861,0.10421105,0.104748189,40291200,0,0
1986-12-02 00:00:00-05:00,0.105285347,0.107433888,0.105285347,0.105285347,28771200,0,0
1986-12-03 00:00:00-05:00,0.105285361,0.106359632,0.10421109,0.104479656,35164800,0,0
1986-12-04 00:00:00-05:00,0.10447954,0.106896645,0.103673845,0.105822384,42508800,0,0
1986-12-05 00:00:00-05:00,0.105822487,0.106359617,0.105285347,0.105285347,107510400,0,0
1986-12-08 00:00:00-05:00,0.105285295,0.106359566,0.102599624,0.104211025,22665600,0,0
1986-12-09 00:00:00-05:00,0.104211043,0.104748183,0.103136773,0.103673913,16099200,0,0
1986-12-10 00:00:00-05:00,0.103673959,0.10474823,0.102599688,0.104479656,27590400,0,0
1986-12-11 00:00:00-05:00,0.104479641,0.105822487,0.104211076,0.105285347,11635200,0,0
1986-12-12 00:00:00-05:00,0.105285324,0.105285324,0.101525381,0.101525381,25286400,0,0
1986-12-15 00:00:00-05:00,0.101525396,0.102062527,0.097227686,0.098839097,50774400,0,0
1986-12-16 00:00:00-05:00,0.099376196,0.101525365,0.099376196,0.099913336,77299200,0,0
1986-12-17 00:00:00-05:00,0.099913313,0.101525341,0.099913313,0.100987583,23356800,0,0
1986-12-18 00:00:00-05:00,0.100987629,0.102062518,0.100450489,0.101793952,12672000,0,0
1986-12-19 00:00:00-05:00,0.102062484,0.105285295,0.102062484,0.104211025,56592000,0,0
1986-12-22 00:00:00-05:00,0.104211076,0.106359617,0.104211076,0.105285347,18316800,0,0
1986-12-23 00:00:00-05:00,0.105285338,0.106359608,0.105285338,0.106359608,23788800,0,0
1986-12-24 00:00:00-05:00,0.106359588,0.106359588,0.105822457,0.106091022,7027200,0,0
1986-12-26 00:00:00-05:00,0.10609095,0.106896645,0.105822384,0.105822384,3715200,0,0
1986-12-29 00:00:00-05:00,0.105822464,0.106896725,0.101525381,0.101525381,41702400,0,0
1986-12-30 00:00:00-05:00,0.10152538,0.103136781,0.100450482,0.102599651,25401600,0,0
1986-12-31 00:00:00-05:00,0.102599642,0.105285314,0.102599642,0.103673913,23356800,0,0
1987-01-02 00:00:00-05:00,0.103673921,0.104748192,0.102062511,0.102599651,12643200,0,0
1987-01-05 00:00:00-05:00,0.102599662,0.109582418,0.102062522,0.108508147,48499200,0,0
1987-01-06 00:00:00-05:00,0.10850812,0.110656661,0.107970981,0.110119522,40032000,0,0
1987-01-07 00:00:00-05:00,0.110119519,0.116028629,0.110119519,0.116028629,60998400,0,0
1987-01-08 00:00:00-05:00,0.11656579,0.1208635,0.11656579,0.119788602,61488000,0,0
1987-01-09 00:00:00-05:00,0.119788607,0.125160588,0.119251476,0.124623448,63705600,0,0
1987-01-12 00:00:00-05:00,0.124623434,0.133755357,0.123549163,0.132681087,128793600,0,0
1987-01-13 00:00:00-05:00,0.131606794,0.131606794,0.126771954,0.128920496,76320000,0,0
1987-01-14 00:00:00-05:00,0.128920496,0.129457626,0.126234815,0.128920496,69465600,0,0
1987-01-15 00:00:00-05:00,0.128920479,0.139126661,0.128920479,0.13590385,117014400,0,0
1987-01-16 00:00:00-05:00,0.13590389,0.13590389,0.129994787,0.132681087,65433600,0,0
1987-01-19 00:00:00-05:00,0.132681093,0.137515306,0.129994793,0.137515306,88243200,0,0
1987-01-20 00:00:00-05:00,0.137515318,0.142887291,0.136978178,0.13966386,95760000,0,0
1987-01-21 00:00:00-05:00,0.139663815,0.149332867,0.136978134,0.145572916,108489600,0,0
1987-01-22 00:00:00-05:00,0.14557296,0.160613987,0.141275886,0.160076857,116035200,0,0
1987-01-23 00:00:00-05:00,0.160076795,0.166522417,0.145035774,0.145035774,317894400,0,0
1987-01-26 00:00:00-05:00,0.146110127,0.14933294,0.141275912,0.147721529,116553600,0,0
1987-01-27 00:00:00-05:00,0.147721459,0.155779101,0.147721459,0.15363057,114105600,0,0
1987-01-28 00:00:00-05:00,0.153630602,0.156316283,0.149332901,0.154167742,76723200,0,0
1987-01-29 00:00:00-05:00,0.154167782,0.155779175,0.144498725,0.147721529,79228800,0,0
1987-01-30 00:00:00-05:00,0.147721516,0.157390572,0.145572974,0.157122016,104169600,0,0
1987-02-02 00:00:00-05:00,0.157121952,0.160076807,0.156853378,0.156853378,46915200,0,0
1987-02-03 00:00:00-05:00,0.156853414,0.158464825,0.15148206,0.154167742,59328000,0,0
1987-02-04 00:00:00-05:00,0.154167708,0.15524197,0.152556298,0.154704839,31737600,0,0
1987-02-05 00:00:00-05:00,0.15470484,0.155779101,0.152019168,0.15363057,42652800,0,0
1987-02-06 00:00:00-05:00,0.153630553,0.154436258,0.147184313,0.147990018,45619200,0,0
1987-02-09 00:00:00-05:00,0.147721501,0.147721501,0.145841534,0.14664723,136080000,0,0
1987-02-10 00:00:00-05:00,0.146647202,0.147184342,0.1434244,0.147184342,44668800,0,0
1987-02-11 00:00:00-05:00,0.14772149,0.154167742,0.14772149,0.154167742,60307200,0,0
1987-02-12 00:00:00-05:00,0.154167745,0.165716767,0.154167745,0.164911062,185731200,0,0
1987-02-13 00:00:00-05:00,0.164911042,0.167059583,0.159539698,0.16329965,81763200,0,0
1987-02-17 00:00:00-05:00,0.163299613,0.164911005,0.159539662,0.164373875,70732800,0,0
1987-02-18 00:00:00-05:00,0.164373927,0.167059599,0.153630602,0.154167742,128592000,0,0
1987-02-19 00:00:00-05:00,0.153630642,0.153630642,0.146110127,0.147721529,317750400,0,0
1987-02-20 00:00:00-05:00,0.147721504,0.147721504,0.143961561,0.146110103,87897600,0,0
1987-02-23 00:00:00-05:00,0.146110068,0.157390522,0.142887256,0.155241981,125913600,0,0
1987-02-24 00:00:00-05:00,0.155241953,0.163299612,0.155241953,0.162762463,120816000,0,0
1987-02-25 00:00:00-05:00,0.162762529,0.165716776,0.159001968,0.160076857,65001600,0,0
1987-02-26 00:00:00-05:00,0.160076837,0.170820172,0.156853408,0.165985331,145209600,0,0
1987-02-27 00:00:00-05:00,0.165985342,0.167059603,0.162225389,0.164911062,37555200,0,0
1987-03-02 00:00:00-05:00,0.164911071,0.164911071,0.159001968,0.160076857,79516800,0,0
1987-03-03 00:00:00-05:00,0.160076857,0.161688267,0.157927688,0.160076857,81100800,0,0
1987-03-04 00:00:00-05:00,0.160076811,0.171894405,0.15953968,0.171357274,98179200,0,0
1987-03-05 00:00:00-05:00,0.171357271,0.183174864,0.171357271,0.179414913,128188800,0,0
1987-03-06 00:00:00-05:00,0.179414946,0.180489226,0.174580106,0.178877816,63561600,0,0
1987-03-09 00:00:00-05:00,0.178877796,0.179414927,0.174580087,0.175654367,38275200,0,0
1987-03-10 00:00:00-05:00,0.175654383,0.183174896,0.175117234,0.181026354,74102400,0,0
1987-03-11 00:00:00-05:00,0.183712021,0.184786282,0.181563479,0.183712021,43862400,0,0
1987-03-12 00:00:00-05:00,0.183711976,0.185860517,0.179414895,0.184517682,71337600,0,0
1987-03-13 00:00:00-05:00,0.184517681,0.185860517,0.174042925,0.177802876,105120000,0,0
1987-03-16 00:00:00-05:00,0.177265722,0.177265722,0.171357249,0.176728591,88473600,0,0
1987-03-17 00:00:00-05:00,0.176728573,0.183711953,0.176191443,0.182637691,54547200,0,0
1987-03-18 00:00:00-05:00,0.183711996,0.193918179,0.183711996,0.192306787,119347200,0,0
1987-03-19 00:00:00-05:00,0.192306819,0.196066752,0.189083997,0.196066752,62812800,0,0
1987-03-20 00:00:00-05:00,0.196066709,0.196066709,0.192843907,0.193918169,38246400,0,0
1987-03-23 00:00:00-05:00,0.193918171,0.196603843,0.190695369,0.192575336,67478400,0,0
1987-03-24 00:00:00-05:00,0.188009068,0.194992448,0.188009068,0.193918169,69609600,0,0
1987-03-25 00:00:00-05:00,0.193918213,0.194992493,0.191769671,0.193112507,33840000,0,0
1987-03-26 00:00:00-05:00,0.19311248,0.193381055,0.191232514,0.191769645,33379200,0,0
1987-03-27 00:00:00-05:00,0.192843939,0.201438713,0.192843939,0.197141021,120873600,0,0
1987-03-30 00:00:00-05:00,0.197141011,0.207884952,0.190158257,0.207884952,186134400,0,0
1987-03-31 00:00:00-05:00,0.205198654,0.212719165,0.205198654,0.207884952,125337600,0,0
1987-04-01 00:00:00-05:00,0.207884962,0.212182045,0.19445533,0.19552961,259430400,0,0
1987-04-02 00:00:00-05:00,0.198753047,0.208422101,0.198753047,0.204124391,159955200,0,0
1987-04-03 00:00:00-05:00,0.204124325,0.215404785,0.204124325,0.214330524,155606400,0,0
1987-04-06 00:00:00-04:00,0.214330639,0.21486777,0.209496425,0.213256359,98956800,0,0
1987-04-07 00:00:00-04:00,0.213256297,0.213256297,0.201975852,0.201975852,73728000,0,0
1987-04-08 00:00:00-04:00,0.201975851,0.210033494,0.201975851,0.207884952,106214400,0,0
1987-04-09 00:00:00-04:00,0.20788497,0.20788497,0.202512999,0.204124391,71568000,0,0
1987-04-10 00:00:00-04:00,0.204124311,0.205735721,0.20358718,0.205467165,43372800,0,0
1987-04-13 00:00:00-04:00,0.205198637,0.205198637,0.197678126,0.198753014,50256000,0,0
1987-04-14 00:00:00-04:00,0.198753031,0.205198655,0.195529602,0.201975852,87379200,0,0
1987-04-15 00:00:00-04:00,0.203587302,0.208422143,0.203587302,0.206272975,95961600,0,0
1987-04-16 00:00:00-04:00,0.206272783,0.21594183,0.205735653,0.211644769,188092800,0,0
1987-04-20 00:00:00-04:00,0.211644877,0.213793399,0.205198627,0.205735758,100310400,0,0
1987-04-21 00:00:00-04:00,0.20573588,0.210570722,0.201438796,0.208959311,113184000,0,0
1987-04-22 00:00:00-04:00,0.20895908,0.212181899,0.20895908,0.211644769,74678400,0,0
1987-04-23 00:00:00-04:00,0.211644769,0.21379329,0.20842195,0.211644769,48326400,0,0
1987-04-24 00:00:00-04:00,0.211644955,0.213793479,0.208959264,0.212719217,54172800,0,0
1987-04-27 00:00:00-04:00,0.212719217,0.214330628,0.208959264,0.212719217,53107200,0,0
